id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,value_season,bonus,starts_per_90,cost_change_start,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,ep_next,event_points,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank,total_points
384,Joe Lolley,49,MID,Nott'm Forest,0,324,0,0,759,0,0,327,5286,0,0,0,0,-1,0,1,0,0,0,267,0,0,0,0,0,757,0,755,0,0,u,135,0,0,0,0,0,307,326,0,756,,0,0,0,0,0,0,0,0,724,672,0,748,0,313,0,0,0,326,328,0,235,0
385,Scott McKenna,44,DEF,Nott'm Forest,0.29,130,0.02,0.42,316,0,0,91,25002,0,9.1,0,1.09,-1,28.95,1,1.66,0,46,172,278.8,0,0,0,93.9,313,0,299,0.07,0,i,101,0,4,32,0.02,0,231,107,0,244,,41.8,0,0,0.49,0,19,2,1570,582,461,0,365,0,15989,275,1.83,0.1,93,117,5,493,40
386,Mohamed Dräger,40,DEF,Nott'm Forest,0,193,0,0,595,0,0,202,17998,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,582,0,563,0,0,u,187,0,0,0,0,0,157,204,0,578,,0,0,0,0,0,0,0,0,460,518,0,528,0,0,0,0,0.1,205,205,0,660,0
387,Ryan Yates,50,MID,Nott'm Forest,0.25,95,0.02,0.43,329,0,0,160,10218,0.4,10.6,0,1.03,0,29.34,0,1.44,0,233,227,206.8,0,2,1,97.3,268,0,293,1.99,0,a,113,0,5,36,0.12,3,79,119,100,299,,53.1,2,0,2.42,100,21,2,1833,171,571,0.1,160,2,7118,177,1.77,0,123,130,5,203,53
388,Joe Worrall,42,DEF,Nott'm Forest,0.2,83,0.02,0.55,310,1,0,114,35554,0.6,14.5,2,0.85,-3,44.46,3,1.81,0,92,154,471,0,2.2,2,66.4,236,0,339,0.85,0,a,164,0,6,44,0.05,0,33,73,,127,,62.5,2.5,0,1.4,,21,2,2215,123,409,0.03,282,2.5,34110,366,1.79,0.1,41,112,5,604,61
389,Jonathan Panzo,40,DEF,Nott'm Forest,0,196,0,0,600,0,0,205,1234,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,587,0,568,0,0,u,190,0,0,0,0,0,160,207,0,583,,0,0,0,0,0,0,0,0,465,693,0,533,0,0,0,0,0,208,208,0,665,0
390,Xande Nascimento da Costa Silva,50,MID,Nott'm Forest,0,329,0,0,766,0,0,331,1557,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,765,0,763,0,0,u,114,0,0,0,0,0,315,331,0,764,,0,0,0,0,0,0,0,0,738,732,0,758,0,0,0,0,0,331,332,0,205,0
391,Sam Surridge,46,FWD,Nott'm Forest,0,54,0.01,0.02,452,1,0,60,240063,0.1,5.7,3,0.29,-4,8.6,4,2.53,0,92,39,59.4,0,0.2,1,15.9,419,0,432,1.71,0,a,63,0,2,5,0.51,0,49,55,,425,,15.7,0.5,0,1.73,,1,1.3,306,338,226,0.5,286,0.5,143942,61,1.47,0.7,52,58,0,334,26
392,Richie Laryea,45,DEF,Nott'm Forest,0,253,0,0,695,0,0,255,3310,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,684,0,678,0,0,u,77,0,0,0,0,0,245,255,0,679,,0,0,0,0,0,0,0,0,626,677,0,662,0,26,0,0,0,255,255,0,376,0
393,Loïc Mbe Soh,42,DEF,Nott'm Forest,0,237,0,0,655,0,0,242,4524,0,0,0,0,-3,0,3,0,0,0,217,0,0,0,0,0,642,0,626,0,0,u,170,0,0,0,0,0,211,244,0,637,,0,0,0,0,0,0,0,0,540,587,0,597,0,1320,0,0,0,244,245,0,611,0
394,Brennan Johnson,55,FWD,Nott'm Forest,0.22,14,0.06,2,138,8,2,8,687964,0.5,22.2,15,1.01,-5,53.79,5,1.65,0,729,28,478.2,0,3,2,373.6,58,0,92,8.39,0,a,39,0,6,54,0.32,5,14,13,100,122,1,157.4,3,3,10.39,100,33,3.2,2930,98,154,0.26,30,3,648132,384,1.66,1.6,11,19,7,113,122
395,Alex Mighten,49,MID,Nott'm Forest,0,325,0,0,526,0,0,244,2697,0,0.2,0,0,-1,0.23,1,2.96,0,0,270,0,0,0,0,0.3,758,0,501,0,0,u,146,0,0,0,0,0,311,327,0,757,,0,0,0,0,0,0,1,7,729,678,0,749,0,414,1,0,0,327,246,0,249,1
396,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,0,271,0,0,701,0,0,279,9658,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,690,0,685,0,0,u,221,0,0,0,0,0,243,277,0,686,,0,0,0,0,0,0,0,0,635,617,0,669,0,601,0,0,0,274,288,0,389,0
397,Taiwo Awoniyi,56,FWD,Nott'm Forest,0.32,30,0.02,0.29,84,10,0,36,262540,1.7,17.9,16,1.1,-4,26.43,4,1.71,0,378,31,375.8,0,7.8,8,129.6,155,0,245,6.86,0,a,35,0,2,29,0.46,1,1,26,100,188,,87.8,9.5,2,7.15,100,17,3.7,1395,1,172,0.44,95,9.5,282041,320,1.87,1.2,18,13,5,96,100
398,Dean Henderson,46,GKP,Nott'm Forest,0.33,74,0,0.01,19,0,0,79,1665163,0,17.8,12,1,1,26.97,-1,1.5,0,0,14,474.4,2,0,0,0,288,3,743,0,0,i,14,54,2,31,0,0,83,19,0,124,,47.5,0,2,0.01,0,18,4.6,1620,699,74,0,734,0,1418707,367,1.72,5.2,19,4,6,330,82
399,Giulian Biancone,42,DEF,Nott'm Forest,0,238,0,0,479,0,0,243,7574,0,0.5,0,0,-3,0.55,3,3.3,0,0,209,6.8,0,0,0,0,515,0,627,0,0,i,172,0,0,1,0,0,212,178,0,494,,0.7,0,0,0,0,0,1,15,542,572,0,598,0,1877,9,6,0,175,169,0,616,2
474,Willy Boly,41,DEF,Nott'm Forest,0.39,148,0.04,0.27,111,0,0,158,44807,0.2,9,7,1.18,-4,10.37,4,1.36,0,24,156,145,0,0.5,2,11.8,411,0,445,0.05,0,a,177,0,2,10,0.05,1,88,149,100,347,,18.3,1,1,0.32,100,9,3.4,684,267,414,0.01,408,1,26442,147,1.32,0.1,143,27,3,633,37
493,Morgan Gibbs-White,55,MID,Nott'm Forest,0.23,25,0.17,6.06,66,5,0,11,237680,1,26.4,11,1.03,0,57.88,0,1.65,0,624,57,593.4,0,5.8,4,941.1,24,0,13,6.77,0,a,61,0,6,61,0.36,12,13,16,100,79,2,215.7,5.5,1,12.83,100,36,3.9,3151,20,171,0.19,40,5.5,346117,479,1.74,1.3,36,30,8,112,145
507,Moussa Niakhaté,43,DEF,Nott'm Forest,0.15,112,0.01,0.15,351,0,0,154,15329,0.5,5.8,0,1.08,-2,23.87,2,1.85,0,61,195,173.4,0,2,2,14.8,387,0,435,0.66,0,a,139,0,1,22,0.06,0,41,140,100,322,,24.9,2.2,0,0.81,100,14,1.8,1163,142,523,0.05,331,2.2,4725,141,1.7,0,130,125,2,562,25
511,Omar Richards,44,DEF,Nott'm Forest,0,247,0,0,668,0,0,249,1755,0,0,0,0,-1,0,1,0,0,0,251,0,0,0,0,0,656,0,646,0,0,i,110,0,0,0,0,0,235,250,0,651,,0,0,0,0,0,0,0,0,587,698,0,626,0,1283,0,0,0,250,250,0,503,0
518,Wayne Hennessey,39,GKP,Nott'm Forest,0,12,0,0,305,0,0,22,200237,0.3,2.1,0,1,-1,5.43,1,1.8,0,0,26,62.2,0,0.2,3,0,467,3.32,525,0,0,a,62,10,0,5,0,0,23,34,100,423,,6.3,1,0,0,100,3,2,271,264,168,0,488,1,120320,46,1.66,1.4,34,34,0,726,8
523,Harry Toffolo,43,DEF,Nott'm Forest,0.19,107,0.09,0.93,390,0,0,92,24499,0.2,7,1,0.87,-2,19.73,2,1.9,0,67,173,147,0,0.5,1,93.5,362,0,300,0.28,0,a,132,0,2,17,0.12,0,96,128,100,343,,30.6,0.8,0,1.21,100,9,1.6,933,296,469,0.03,322,0.8,17222,134,1.64,0.1,140,139,2,547,30
524,Lewis O'Brien,47,MID,Nott'm Forest,0.16,178,0.03,0.19,378,1,0,189,9536,0,4.7,0,0.93,-3,14.13,3,2.2,0,47,226,107.8,0,0,0,56.4,402,0,361,0.34,0,u,194,0,2,14,0.08,0,294,179,0,374,,21.1,0,0,0.53,0,6,1.7,578,709,567,0.05,362,0,5700,88,2.18,0,156,159,1,321,22
527,Jesse Lingard,54,MID,Nott'm Forest,0.49,131,0.05,0.47,345,0,0,134,619385,0,6.1,0,1.18,-6,15.53,6,1.52,0,127,60,50.6,0,0,0,151.9,352,0,219,1.04,0,d,66,0,1,17,0.15,1,332,155,75,436,,32.9,0,0,1.51,75,12,1.9,918,760,180,0.1,239,0,191784,93,1.67,1.1,190,143,5,123,33
536,Orel Mangala,49,MID,Nott'm Forest,0.29,156,0.04,0.7,340,1,0,185,6129,0.6,10.2,0,1.17,-1,29.46,1,1.72,0,75,241,191.4,0,3.2,2,61.6,353,0,353,0.57,0,a,137,0,3,24,0.07,1,45,156,100,312,,32.8,3,0,1.27,100,20,1.9,1543,94,605,0.03,311,3,3277,190,1.4,0,130,138,5,238,50
553,Oliver Hammond,42,MID,Nott'm Forest,0,236,0,0,657,0,0,251,6767,0,0,0,0,-3,0,3,0,0,0,224,0,0,0,0,0,644,0,629,0,0,a,329,0,0,0,0,0,201,249,,639,,0,0,0,0,,0,0,0,548,562,0,600,0,4714,0,0,0,246,261,0,623,0
582,Remo Freuler,49,MID,Nott'm Forest,0.25,171,0.03,0.79,339,0,0,124,5336,0,11,0,1,-1,41.93,1,1.75,0,54,247,272.2,0,0,0,174.7,274,0,199,0.42,0,a,128,0,4,47,0.05,0,306,122,,250,,50.3,0,0,1.21,,24,1.9,2157,723,614,0.02,346,0,5406,267,1.96,0,106,137,6,227,54
583,Cheikhou Kouyaté,44,MID,Nott'm Forest,0.21,152,0.03,0.33,374,1,0,167,44225,0.2,8,2,1.03,-1,17.06,1,1.76,0,81,161,158.8,0,1,1,82.8,356,0,316,0.36,0,a,277,0,3,23,0.07,0,125,159,100,332,,32.2,1,0,0.69,100,10,1.7,871,273,443,0.04,301,1,47911,144,2.38,0.1,135,158,2,474,35
585,Emmanuel Dennis,56,FWD,Nott'm Forest,0.13,39,0.05,0.4,302,2,0,44,57095,0,7,3,0.76,-4,13.59,4,1.73,0,286,64,166.4,0,0,1,96.8,262,0,294,1.73,0,a,36,0,3,17,0.27,2,56,42,100,328,,54.6,0.2,0,2.13,100,6,2.1,709,402,441,0.22,127,0.2,58549,113,2.16,0.1,36,41,1,98,39
602,Renan Augusto Lodi dos Santos,43,DEF,Nott'm Forest,0.2,79,0.05,1.3,312,0,0,40,57900,0.6,13,3,1.06,-2,41.3,2,1.68,0,97,139,319,0,2.5,1,208.2,237,0,173,0.94,0,a,148,0,7,48,0.09,2,35,74,100,209,,62.5,2.5,0,2.24,100,26,2,2211,125,367,0.04,277,2.5,71144,363,1.95,0.2,80,114,5,574,56
621,Loïc Badé,45,DEF,Nott'm Forest,0,258,0,0,730,0,0,258,2410,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,723,0,717,0,0,u,87,0,0,0,0,0,250,258,0,721,,0,0,0,0,0,0,0,0,671,625,0,706,0,1949,0,0,0,258,258,0,437,0
628,Serge Aurier,43,DEF,Nott'm Forest,0.28,71,0.04,0.92,164,1,0,49,208094,0.6,16.3,8,1.02,-2,33.13,2,1.53,0,112,114,431,0,2.2,2,164.1,215,0,206,0.74,0,a,126,0,2,31,0.07,0,34,63,100,145,,70.9,2.5,1,1.66,100,22,2.9,1943,124,313,0.03,261,2.5,232293,336,1.44,0.3,50,53,6,540,70
666,Dale Taylor,45,FWD,Nott'm Forest,0,85,0,0,739,0,0,84,3558,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,734,0,728,0,0,u,85,0,0,0,0,0,77,85,0,732,,0,0,0,0,0,0,0,0,682,671,0,717,0,3777,0,0,0,84,85,0,452,0
675,Jordan Smith,40,GKP,Nott'm Forest,0,38,0,0,597,0,0,47,788,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,584,0,565,0,0,u,43,0,0,0,0,0,56,64,0,580,,0,0,0,0,0,0,0,0,462,725,0,530,0,871,0,0,0,64,64,0,662,0
681,Gustavo Henrique Furtado Scarpa,46,MID,Nott'm Forest,0,198,0.02,0.04,544,0,0,210,1937,0,1.1,0,1.02,-4,2.87,4,1.46,0,25,291,15,0,0,0,17.3,472,0,423,0.23,0,d,199,0,1,1,0.14,0,285,213,25,478,,5.7,0,0,0.27,25,2,0.8,177,700,710,0.12,407,0,2140,16,0.51,0,212,255,0,331,5
703,Danilo dos Santos de Oliveira,45,MID,Nott'm Forest,0.09,136,0.05,0.56,80,3,0,155,10461,0.8,10.7,5,1.11,0,20.32,0,1.87,0,113,131,253.8,0,4.7,0,108.1,290,0,278,1.58,0,d,253,0,1,18,0.2,2,31,131,75,267,,47.1,3.8,0,2.14,75,12,3.7,976,60,375,0.15,257,2.8,29094,178,1.66,0.2,111,35,1,442,48
729,Keylor Navas,45,GKP,Nott'm Forest,0.12,69,0,0.01,227,0,0,76,104730,0.7,9.6,5,1,0,33,0,1.94,0,0,32,387.6,0,0,0,0,328,3,662,0,0,i,15,51,2,32,0,0,13,21,0,173,,38.7,3,0,0.01,0,17,2.5,1530,91,207,0,645,0,184433,273,1.88,0.8,21,30,2,341,43
730,Felipe Augusto de Almeida Monteiro,45,DEF,Nott'm Forest,0.06,56,0.07,1.15,393,0,0,104,7877,0.6,5.6,3,0.95,0,31.83,0,2.02,0,130,186,379,0,2.1,0,79.5,249,0,319,1.2,0,d,69,0,4,32,0.15,1,27,78,75,184,,59,2.8,0,2.35,75,15,1.6,1417,109,507,0.08,236,2.1,12143,233,2.03,0.1,71,141,1,357,25
734,André Ayew,50,MID,Nott'm Forest,0,173,0.01,0.03,545,0,1,211,1263,0,2.2,0,0.29,0,7.41,0,2.18,0,53,271,34,0,0,1,17.1,448,0,425,1.06,0,a,105,0,1,10,0.32,0,186,204,100,459,3,10.5,0.2,0,1.09,100,1,0.8,306,396,680,0.31,350,0.2,1766,27,2.94,0,202,256,0,184,11
749,George Shelvey,40,GKP,Nott'm Forest,0,49,0,0,620,0,0,58,355,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,606,0,587,0,0,a,54,0,0,0,0,0,67,75,,602,,0,0,0,0,,0,0,0,488,709,0,555,0,649,0,0,0,75,75,0,689,0
21,Ainsley Maitland-Niles,48,MID,Southampton,0.19,202,0.05,0.76,379,0,0,129,9556,0.2,7.9,0,0.84,-2,22.2,2,1.43,0,23,214,280.2,0,0.2,0,159.2,293,0,213,0.02,0,a,162,0,3,31,0.05,1,129,132,100,243,,46,1,0,0.78,100,13,1.7,1400,282,548,0,414,0,5607,202,1.99,0,102,160,3,271,38
321,Roméo Lavia,45,MID,Southampton,0.16,180,0.03,0.62,322,1,0,98,105012,0.5,12.7,0,1.05,0,41.72,0,1.69,0,46,129,344.8,0,1.2,2,247.1,233,0,144,0.42,0,a,255,0,9,50,0.05,1,66,112,100,203,,64.2,2.2,0,1.04,100,26,2,2219,145,370,0.02,368,1.2,90372,317,2.03,0.2,83,124,4,444,57
400,Theo Walcott,48,MID,Southampton,0.16,109,0.12,1.52,229,2,0,130,9360,0.4,10.2,1,1.04,-2,24.71,2,1.98,0,199,206,164.6,0,0.2,5,159.1,270,0,214,2.39,1,a,151,0,1,30,0.31,2,76,120,100,330,,52.1,2,1,3.91,100,13,2.5,1123,163,536,0.19,181,1,9263,140,2.4,0,134,86,2,256,49
401,Alex McCarthy,43,GKP,Southampton,0,59,0,0,447,0,0,68,24543,0.3,1.9,0,1,-2,15.16,2,2.53,0,0,48,84.2,0,0.2,1,0,454,2.33,630,0,0,a,26,14,0,17,0,0,22,30,100,401,,8.4,1.2,0,0,100,6,1.3,540,248,399,0,601,0.2,8379,83,2.83,0.1,30,39,0,539,8
402,Oriol Romeu Vidal,48,MID,Southampton,0,231,0.24,0.2,326,0,0,222,9786,0,0.4,0,1.22,-2,1.45,2,1.76,0,2,234,6.2,0,0,0,3.8,504,0,463,0,0,u,156,0,0,4,0.24,0,299,226,0,497,,1.2,0,0,0.2,0,1,2,74,714,594,0,472,0,932,9,4.86,0,221,127,0,263,2
403,Nathan Redmond,53,MID,Southampton,0,333,0,0,531,0,0,333,6553,0,0.2,0,0,-2,0.02,2,1.8,0,0,239,0,0,0,0,0,768,0,766,0,0,u,70,0,0,0,0,0,324,333,0,767,,0,0,0,0,0,0,1,1,750,602,0,764,0,1007,3,0,0,333,249,0,135,1
405,Stuart Armstrong,47,MID,Southampton,0.06,83,0.18,2.73,359,2,0,90,23362,0.6,12.1,2,0.91,-3,28.64,3,1.85,0,267,178,234.2,0,2.5,1,282.8,181,0,124,2.31,0,a,181,0,6,34,0.33,2,43,99,100,279,,78.6,3,0,5.04,100,14,1.8,1391,92,481,0.15,140,2,16707,221,2.2,0.1,118,149,1,301,57
406,Mohamed Elyounoussi,51,MID,Southampton,0.08,58,0.06,1.53,342,1,0,87,14654,0.4,12.2,0,1.12,-4,37.02,4,1.54,0,388,193,285,0,1,2,297.2,138,0,119,3.52,0,a,96,0,4,45,0.21,1,80,86,,236,,96.8,2,0,5.05,,27,1.9,2162,172,501,0.15,92,1,8945,218,1.87,0.1,99,140,2,170,62
407,James Ward-Prowse,61,MID,Southampton,0.11,73,0.14,5.3,86,9,2,4,1786445,0.9,23.3,18,1.01,-4,60.71,4,1.62,0,319,25,880.4,0,4.2,7,1162.9,18,0,6,5.86,1,a,32,0,6,72,0.3,4,11,13,100,17,1,236.3,5.6,3,11.16,100,38,3.7,3371,18,78,0.16,114,4.6,1374045,747,1.92,4.9,8,37,4,63,142
408,Adam Armstrong,53,FWD,Southampton,0.07,40,0.05,0.75,366,2,0,33,311720,0.3,10.2,3,0.95,-2,24.77,2,1.69,0,275,40,142,0,-0.2,5,148.8,260,0,221,2.23,0,a,48,0,2,24,0.2,1,27,41,100,353,,55.6,1.6,0,2.98,100,14,1.8,1321,221,228,0.15,133,0.6,284649,161,1.64,0.7,41,47,1,143,54
409,Kyle Walker-Peters,44,DEF,Southampton,0.1,27,0.08,2.5,352,1,0,23,226674,0.1,12.7,2,1.02,-1,51.26,1,1.74,0,198,83,403.4,0,-0.5,0,277.9,153,0,128,1.08,0,a,99,0,4,58,0.12,0,107,33,100,164,,87.9,0.4,1,3.58,100,30,1.8,2650,349,237,0.04,182,-0.6,164701,335,1.97,0.6,62,126,3,491,56
410,Jan Bednarek,41,DEF,Southampton,0.15,132,0.01,0.26,422,0,0,135,51790,0,7.8,2,1.07,-4,36.14,4,1.84,0,43,132,415,0,-0.8,0,38.4,275,0,385,0.42,1,a,178,0,5,40,0.03,0,115,94,100,152,,49.7,0.2,0,0.68,100,21,1.4,1770,370,357,0.02,372,-0.8,24589,321,2.03,0.2,54,149,3,635,32
411,Che Adams,60,FWD,Southampton,0.18,19,0.1,2.19,118,5,0,11,565035,0.1,15.7,9,1.04,-5,34.19,5,1.55,0,583,33,340.4,0,0,0,336.4,89,0,106,6.48,0,i,29,0,1,41,0.39,5,47,17,0,204,,124.6,0.6,4,8.67,0,23,3.4,1987,331,212,0.29,48,0,539048,262,1.86,0.8,20,16,4,71,94
412,Nathan Tella,50,MID,Southampton,0,328,0,0,764,0,0,330,301,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,763,0,761,0,0,u,112,0,0,0,0,0,314,330,0,762,,0,0,0,0,0,0,0,0,736,752,0,756,0,13,0,0,0,330,331,0,200,0
413,Lyanco Silveira Neves Vojnovic,44,DEF,Southampton,0,68,0.01,0.12,429,1,0,124,6758,0.6,6.6,0,0.84,-1,23.36,1,1.79,0,114,197,281.6,0,1.5,3,52.8,298,0,365,0.58,0,a,111,0,4,26,0.05,1,32,101,100,242,,45,2.6,0,0.7,100,11,1.4,1173,122,526,0.04,252,1.6,4356,209,1.99,0,92,151,0,504,29
414,Yan Valery,40,DEF,Southampton,0,197,0,0,602,0,0,177,79753,0,0,0,2,0,0.99,0,1.98,0,0,126,4,0,0,0,0.9,521,0,483,0,0,u,191,0,0,2,0,0,161,181,0,509,,0.5,0,0,0,0,1,0,45,467,341,0,535,0,20793,1,4,0.3,179,209,0,667,0
415,Will Smallbone,45,MID,Southampton,0,265,0,0,692,0,0,273,1451,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,681,0,675,0,0,u,212,0,0,0,0,0,236,271,0,676,,0,0,0,0,0,0,0,0,623,699,0,659,0,0,0,0,0,268,282,0,371,0
416,Ibrahima Diallo,41,MID,Southampton,0,193,0.01,0.12,464,0,0,177,97164,0,4.6,0,1.22,-4,14.48,4,1.6,0,28,104,85.4,0,-1,0,66,413,0,341,0.21,0,a,337,0,4,19,0.03,0,195,184,100,400,,17.7,0,0,0.33,100,11,1.1,813,531,305,0.02,396,-1,60264,95,2.1,0.4,171,206,0,642,19
417,Romain Perraud,40,DEF,Southampton,0.2,8,0.09,1.86,237,2,0,30,241324,0,17.8,5,1.08,-5,30.64,5,1.51,0,298,109,360.6,0,0,0,251.8,147,0,143,1.26,1,i,195,0,4,35,0.15,2,165,31,0,195,,90.9,0,1,3.12,0,22,2.4,1828,474,298,0.06,122,0,270162,304,1.72,0.4,75,86,4,674,71
418,Moussa Djenepo,49,MID,Southampton,0,159,0.06,0.43,380,0,0,148,21150,0.1,5.5,0,0.9,-1,11.26,1,1.44,0,70,186,141.8,0,-0.5,0,123.2,347,0,253,0.15,0,a,148,0,1,14,0.08,2,170,153,100,354,,33.7,0.4,0,0.58,100,7,1.7,702,358,492,0.02,318,-0.6,16891,117,1.79,0.1,142,161,0,251,27
419,Tino Livramento,44,DEF,Southampton,0,248,0,0,494,0,0,250,3350,0.1,0.5,0,0,-1,1.41,1,4.88,0,0,240,5.8,0,-0.8,1,0,520,0,654,0,0,a,120,0,0,0,0,0,109,180,100,498,,0.6,0.4,0,0,100,0,1,26,351,664,0,635,-0.6,2301,13,0,0,177,174,0,523,2
420,Mohammed Salisu,42,DEF,Southampton,0.05,35,0.02,0.5,408,0,0,80,40700,0,7.9,2,0.96,-3,28.84,3,1.32,0,167,153,537.4,0,0,0,109.7,171,0,276,1.4,1,i,174,0,5,41,0.08,1,214,41,0,103,,81.5,0,0,1.9,0,21,1.5,1971,544,408,0.06,203,0,32355,305,1.87,0.1,34,146,1,619,33
421,Mateusz Lis,40,GKP,Southampton,0,39,0,0,599,0,0,48,22070,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,586,0,567,0,0,u,44,0,0,0,0,0,57,65,0,582,,0,0,0,0,0,0,0,0,464,420,0,532,0,2802,0,0,0.1,65,65,0,664,0
422,Gavin Bazunu,44,GKP,Southampton,0.12,68,0,0.05,205,0,0,9,116503,0,19.1,3,1,-1,46.75,1,1.46,0,0,38,633,1,-1,0,10,232,2.16,450,0,0,a,25,69,0,56,0,0,81,15,,64,,64.2,0,0,0.05,,32,2.6,2880,600,242,0,638,-1,100375,485,1.75,0.6,15,28,4,526,84
423,Armel Bella-Kotchap,45,DEF,Southampton,0.14,77,0.02,0.44,321,0,0,107,51582,0,10.9,5,1.15,0,35.93,0,1.72,0,105,151,422.4,0,0,0,76.4,245,0,324,1.05,0,i,84,0,4,39,0.07,2,128,76,0,148,,60.6,0.2,1,1.49,0,24,2,1881,388,397,0.05,272,0,50406,345,1.87,0.2,51,121,3,414,49
424,Willy Caballero,38,GKP,Southampton,0,5,0,0,555,0,0,15,79421,0,0,0,0,-2,0,2,0,0,0,31,0,0,-1,0,0,541,0,514,0,0,a,78,0,0,0,0,0,30,40,,537,,0,0,0,0,,0,0,0,411,203,0,476,-1,55858,0,0,0.9,40,41,0,761,0
512,Joe Ayodele-Aribo,50,MID,Southampton,0.07,64,0.03,0.44,278,2,0,144,98285,0.1,9.2,3,0.96,-5,17.11,5,1.26,0,366,118,209.6,0,-0.5,0,137.1,211,0,237,1.54,0,a,111,0,2,24,0.14,0,171,105,,296,,71.5,0.4,0,1.98,,13,2.2,1219,359,344,0.11,102,-0.6,58248,161,1.77,0.3,121,107,1,196,46
528,Sékou Mara,53,FWD,Southampton,0,48,0.05,0.31,419,1,0,49,29489,0,6,0,0.67,-2,9.39,2,1.57,0,169,67,104.8,0,-0.8,0,77.5,345,0,322,1.02,0,a,51,0,1,10,0.22,2,55,50,,377,,33.9,0.2,0,1.33,,4,1.5,538,400,459,0.17,201,-0.8,24873,90,1.67,0.1,45,52,0,155,32
622,Juan Larios López,40,DEF,Southampton,0,168,0.01,0.02,540,0,0,161,10087,0,1,0,1.2,0,2.48,0,1.49,0,4,198,27.6,0,0,0,7.8,478,0,453,0,0,i,224,0,0,2,0.01,0,192,167,0,467,,3.9,0,0,0.02,0,2,0.8,150,513,529,0,456,0,10523,28,1.2,0,166,179,0,715,4
623,Duje Caleta-Car,44,DEF,Southampton,0.1,105,0.01,0.14,272,1,0,152,5207,0,6.4,2,0.86,-1,15.36,1,1.47,0,69,203,262.4,0,-1,0,16.2,341,0,429,0.83,0,a,103,0,2,15,0.09,0,232,119,100,260,,34.9,0,0,0.97,100,9,2.2,942,583,552,0.08,320,-1,5818,182,1.43,0,101,99,1,495,28
624,Samuel Edozie,46,MID,Southampton,0.16,130,0.07,0.43,434,0,0,154,2664,0,5,0,0.81,-4,7.27,4,1.18,0,133,265,89.2,0,0,0,110.3,350,0,274,0.88,0,i,203,0,0,9,0.21,0,184,154,0,397,,33.2,0.2,0,1.31,0,5,1.4,554,392,666,0.14,234,0,2987,82,1.46,0,169,189,1,340,23
647,Lewis Payne,45,MID,Southampton,0,281,0,0,718,0,0,289,493,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,709,0,704,0,0,u,234,0,0,0,0,0,252,287,0,705,,0,0,0,0,0,0,0,0,654,744,0,688,0,489,0,0,0,284,296,0,413,0
648,Ryan Finnigan,45,MID,Southampton,0,272,0,0,704,0,0,280,544,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,693,0,688,0,0,u,223,0,0,0,0,0,245,278,0,689,,0,0,0,0,0,0,0,0,639,745,0,672,0,565,0,0,0,275,289,0,394,0
671,Jimmy Morgan,45,FWD,Southampton,0,82,0,0,728,0,0,82,5975,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,718,0,713,0,0,u,82,0,0,0,0,0,75,83,0,716,,0,0,0,0,0,0,0,0,667,564,0,700,0,7663,0,0,0,82,83,0,430,0
692,Mislav Orsic,51,MID,Southampton,0,331,0,0,529,0,0,245,4055,0,0.2,0,0,-4,0,4,0,0,0,269,2,0,-1,0,0.3,532,0,502,0,0,a,95,0,0,0,0,0,319,241,100,519,,0.2,0,0,0,100,0,1,6,742,675,0,761,-1,4508,4,0,0,235,247,0,169,1
693,Carlos Alcaraz,50,MID,Southampton,0,110,0.06,0.71,145,4,0,179,8774,0.7,11,4,1.14,0,22.83,0,2.01,0,190,215,199,0,2,5,64.4,295,0,347,1.76,0,a,121,0,3,25,0.21,2,36,133,100,307,,45.1,3.4,0,2.47,100,13,3.1,1024,70,549,0.15,186,2.4,12588,155,2.2,0,126,59,0,216,55
